location	product_ean	code	store_name
Africa/Algiers	9205055056380	DZ	Frenda
Asia/Tehran	3954055840838	IR	Aleshtar
Europe/Helsinki	1091190662160	FI	Espoo
Europe/Madrid	6971492180362	ES	Novelda
Asia/Manila	1629801878466	PH	Sorsogon
America/Chicago	9985844163948	US	Rolla
Europe/London	9648083920351	GB	East Dereham
Europe/Paris	8447044200546	FR	Quimper
Asia/Manila	1574652682086	PH	Guyong
Asia/Kolkata	3582343137430	IN	Tiruppuvanam
Asia/Vladivostok	5083038542402	RU	Lesozavodsk
Europe/Vilnius	6661648894723	LT	Ukmerge
America/Los_Angeles	3022132144268	US	Aloha
Asia/Jakarta	7907471834956	ID	Wangon
America/Chicago	1531085439281	US	Estelle
Europe/London	5124364217760	GB	Kingston upon Hull
Europe/Belgrade	1910762796891	RS	Negotin
America/Sao_Paulo	2559109718654	BR	Esmeraldas
Europe/Moscow	3075724457994	RU	Gudermes
America/New_York	8617139585975	US	Milledgeville
America/New_York	7775352134491	US	Utica
Europe/Rome	7563393417624	IT	Volla
Asia/Tokyo	7820257300394	JP	Kamakura
Africa/Lagos	9591821600933	NG	Nkpor
Africa/Dar_es_Salaam	1271105495612	TZ	Iringa
Europe/Berlin	0967663270938	DE	Korschenbroich
America/Detroit	3243775584291	US	Waverly
Europe/Berlin	4361446496809	DE	Kirchlengern
Europe/Berlin	8611498353688	DE	Hechingen
Europe/London	3091069867717	GB	Hartley
Europe/Belgrade	0358080657899	RS	Sremska Mitrovica
America/Los_Angeles	2722471130335	US	Aloha
America/Chicago	4664393423455	US	Longview
America/Los_Angeles	1791650619320	US	Bothell
Europe/London	0595441914653	GB	Southsea
America/Argentina/Buenos_Aires	5180378955777	AR	Barracas
America/Mexico_City	7822977023614	MX	Salvatierra
America/New_York	2286600512022	US	Sun City Center
Europe/Berlin	4829361492929	DE	Ehingen
Asia/Kolkata	1449201744044	IN	Bhuban
Europe/Rome	1320698735046	IT	Volla
America/New_York	0585689508615	US	Gainesville
Africa/Johannesburg	7933202188142	ZA	Vryheid
America/Sao_Paulo	0732306497122	BR	Guapimirim
Asia/Ulaanbaatar	8401159435415	MN	Ulan Bator
America/Los_Angeles	2756104811544	US	South Whittier
Asia/Makassar	9326318467900	ID	Tarakan
Asia/Jakarta	3880212950051	ID	Labuhan Deli
Europe/Rome	1430311281253	IT	Ventimiglia
America/Santarem	7295435274468	BR	Altamira
America/New_York	4894629068574	US	Malden
Asia/Tokyo	1617411575233	JP	Shimotoda
America/Toronto	9287502015638	CA	Sainte-Catherine
America/Chicago	4490607362490	US	Grand Forks
America/Chicago	1433797538798	US	Independence
America/Toronto	1095869852579	CA	Pointe-Claire
Europe/Volgograd	0966476758640	RU	Mikhaylovka
Europe/Berlin	2525560423017	DE	Gronau
Europe/London	2477900867619	GB	Clacton-on-Sea
America/Bogota	8732406234315	CO	Puerto Colombia
America/Chicago	5508945804097	US	San Juan
America/Los_Angeles	1711603213894	US	Beaumont
Australia/Perth	7830076329322	AU	Perth
Asia/Karachi	9587198295797	PK	Tharu Shah
Asia/Kolkata	2749017233022	IN	Uran
Europe/Podgorica	8396487452732	ME	Budva
America/Panama	2519647636001	PA	Chilibre
Europe/Chisinau	4131467263106	MD	Soroca
Australia/Melbourne	6105445223510	AU	Wheelers Hill
Europe/Madrid	8995322034500	ES	Tudela
Europe/Chisinau	9357599221721	MD	Soroca
Europe/Zurich	9620071714692	CH	Adliswil
Europe/Oslo	5996751389738	NO	Harstad
Europe/Amsterdam	2201133012924	NL	Hardenberg
Africa/Dar_es_Salaam	3588570018917	TZ	Mvomero
Europe/Rome	9576194990201	IT	Chiavari
Africa/Johannesburg	9270927435785	ZA	Standerton
Europe/Moscow	5373845060825	RU	Kireyevsk
Asia/Yekaterinburg	9040230898542	RU	Izluchinsk
Africa/Libreville	6674835224401	GA	Franceville
Europe/Zurich	0519968065186	CH	Onex
Europe/Rome	4317672001058	IT	Sassari
Africa/Khartoum	2839755912263	SD	Ar Ruseris
Asia/Yerevan	3236738224587	AM	Hrazdan
Europe/London	2297812982190	GB	Selby
America/Los_Angeles	5845616458235	US	Porterville
Asia/Manila	6840423892622	PH	Tupi
Europe/Andorra	3335914713577	AD	les Escaldes
Asia/Kabul	5010007828021	AF	Sar-e Pul
America/New_York	4424593166589	US	Utica
Asia/Kolkata	8243490696526	IN	Sojat
America/Sao_Paulo	0637295837273	BR	Buri
Asia/Jakarta	3830640104946	ID	Wangon
Europe/Lisbon	1469136325101	PT	Albufeira
Europe/Prague	3724684238470	CZ	Most
Europe/Vienna	3316321750775	AT	Floridsdorf
America/New_York	8393979294443	US	Lutz
Africa/Luanda	2290126655088	AO	Luena
Europe/Berlin	8190099231040	DE	Ehingen
Asia/Karachi	3372860607420	PK	Tharu Shah
Asia/Ho_Chi_Minh	0809236518422	VN	Sa Dec
Indian/Reunion	6988774142741	RE	Saint-Denis
Asia/Yekaterinburg	9501296005300	RU	Oktyabr’skiy
Europe/Paris	8964578205798	FR	Lons-le-Saunier
Asia/Dili	2592908134706	TL	Maliana
America/New_York	6593607286969	US	Woodbridge
Asia/Manila	8394268341107	PH	Masbate
America/Toronto	1229927358004	CA	Sainte-Catherine
Australia/Brisbane	8420896753668	AU	Maryborough
Asia/Makassar	9371245336591	ID	Majene
Asia/Karachi	5618331921311	PK	Qadirpur Ran
Asia/Seoul	3491070604682	KR	T’aebaek
Asia/Kuching	4350854478910	MY	Donggongon
Europe/Paris	9869383450885	FR	Sceaux
Asia/Qyzylorda	3481672914128	KZ	Kyzylorda
Asia/Manila	9948832898390	PH	Recodo
Europe/Moscow	9777942984644	RU	Malakhovka
America/New_York	7121550433544	US	North Lauderdale
Europe/Prague	8727175731646	CZ	Most
Europe/London	4470790092466	GB	Leyland
America/Los_Angeles	9413604065527	US	South Whittier
Asia/Shanghai	8654964872047	CN	Xinzhou
America/Chicago	5248404946936	US	Shreveport
America/New_York	2775688967126	US	Bon Air
Africa/Niamey	6456197084356	NE	Mirriah
Europe/Paris	2162777500256	FR	Cavaillon
Asia/Kolkata	5678018069521	IN	Puducherry
Europe/London	5561550086302	GB	Arbroath
Europe/Amsterdam	5145401225159	NL	Vught
Europe/London	8444630982817	GB	Arbroath
Asia/Manila	1885913660836	PH	San Jose
Europe/Berlin	0229381189511	DE	Weimar
Europe/Paris	6711820193530	FR	Bron
Europe/Zurich	1228987305225	CH	Onex
America/Los_Angeles	4835952637785	US	Claremont
Europe/Moscow	3654400869315	RU	Shushary
Asia/Shanghai	0770028102276	CN	Wacheng
Australia/Sydney	7534996485501	AU	Baulkham Hills
Europe/Berlin	4052498069423	DE	Siegburg
Europe/Berlin	4982994782420	DE	Rudolstadt
Africa/Dar_es_Salaam	5827861310407	TZ	Iringa
America/Los_Angeles	0719482196773	US	Keizer
America/Chicago	8618880335703	US	South Lawndale
Asia/Shanghai	1821517468126	CN	Changzhi
America/Mexico_City	0067362453905	MX	Tuxtla
America/Havana	1791416258220	CU	Jaruco
Europe/Kiev	1761152501201	UA	Kherson
Europe/Amsterdam	3167852937919	NL	Schiebroek
Europe/Madrid	0366965720835	ES	Palafrugell
America/New_York	4867456190329	US	Rutland
Asia/Shanghai	4902892655893	CN	Sishui
Europe/Amsterdam	8944133246763	NL	Losser
America/Los_Angeles	2507848117467	US	San Gabriel
Europe/London	9086564748597	GB	Southsea
Asia/Manila	0505403681769	PH	Manaoag
Asia/Kolkata	0663520582076	IN	Chamba
Europe/Paris	7521201097581	FR	Les Olives
Asia/Kolkata	6521468440657	IN	Malaut
Africa/Tunis	1004718893229	TN	El Alia
Asia/Kolkata	4082891843115	IN	Deoli
America/New_York	3208814346315	US	Toledo
Europe/Amsterdam	7027128696949	NL	Hoogezand
Indian/Antananarivo	3941603981839	MG	Ambatondrazaka
America/New_York	8610283108120	US	Acworth
Asia/Jakarta	1255681041289	ID	Labuhan Deli
Asia/Yangon	7701535478663	MM	Dawei
Europe/London	6363756796448	GB	East Dereham
Asia/Kolkata	4647958999466	IN	Srinagar
Africa/Lagos	8175154615607	NG	Igbara-Odo
Asia/Qyzylorda	1259875278802	KZ	Kyzylorda
Asia/Kolkata	3480621639716	IN	Barpeta
America/Santo_Domingo	7320859558754	DO	Santa Cruz de Barahona
Africa/Conakry	7841716620679	GN	Camayenne
Africa/Lagos	3297770799037	NG	Shagamu
Africa/Lagos	9025675773050	NG	Igbara-Odo
America/Bogota	2673330941329	CO	San Carlos
Africa/Accra	4303560178919	GH	Mampong
Europe/Paris	4499096716227	FR	Montpellier
Europe/Berlin	8666385577425	DE	Dahlem
Asia/Shanghai	9672897754079	CN	Heyuan
America/Mexico_City	0716256572917	MX	Acayucan
Europe/Paris	9295430863924	FR	Sceaux
Europe/Moscow	3193742141456	RU	Zhukovka
America/Los_Angeles	3159154769503	US	Sunnyside
Europe/Rome	4376014506873	IT	Montecchio Maggiore-Alte Ceccato
Europe/Moscow	3109642862582	RU	Yeysk
Europe/London	9085818136173	GB	Rhosllanerchrugog
Europe/Madrid	7476420695417	ES	Gernika-Lumo
Europe/Rome	1507552923607	IT	Bisceglie
Asia/Manila	2923831047779	PH	Talisay
America/Chicago	9450209096181	US	Tyler
Asia/Bangkok	7545980221739	TH	Phanat Nikhom
America/Mexico_City	2468202987808	MX	Tuxtla
Asia/Tokyo	6724999187453	JP	Annaka
Europe/Moscow	7288841496623	RU	Petrozavodsk
America/Maceio	9612932180654	BR	Aracaju
Asia/Bangkok	2538086324751	TH	Bua Yai
America/New_York	6013452244896	US	Kensington
Europe/Madrid	6421634716749	ES	Segundo Ensanche
Asia/Tokyo	0274847790305	JP	Ina
America/Los_Angeles	0204334406624	US	Indio
Africa/Libreville	5503608189481	GA	Franceville
Asia/Urumqi	8750082268868	CN	Hoxtolgay
Europe/Madrid	2173697763096	ES	el Camp de l'Arpa del Clot
America/Phoenix	4108796985665	US	Scottsdale
Africa/Niamey	6600968874039	NE	Mirriah
Europe/London	3352257963445	GB	Clacton-on-Sea
Europe/Saratov	1559137488117	RU	Privolzhskiy
Asia/Kolkata	5939708557217	IN	Chharra
America/New_York	0305727623281	US	Dublin
Asia/Yangon	5076331076668	MM	Dawei
Europe/Istanbul	2470556250798	TR	Gaziantep
Europe/Madrid	3066924747510	ES	Jumilla
Asia/Damascus	1770649051938	SY	Tadmur
Asia/Shanghai	9649214937316	CN	Zhoucun
Asia/Shanghai	1962559032347	CN	Xiangtan
Europe/Moscow	1194072469953	RU	Petrozavodsk
Europe/Rome	5851229191414	IT	Campobasso
America/Lima	7153647140646	PE	Chosica
America/New_York	5954417347201	US	Thomasville
Asia/Kolkata	1720617112642	IN	Pune
America/Chicago	8665954275137	US	Hueytown
Europe/Amsterdam	6441630103008	NL	Barneveld
Asia/Colombo	4547281948905	LK	Dehiwala-Mount Lavinia
Africa/Lubumbashi	8663403181800	CD	Beni
Europe/London	1080012616429	GB	Barnet
Europe/Paris	1843671935801	FR	Niort
Europe/Paris	6127682100355	FR	Montpellier
Asia/Kolkata	3770471124723	IN	Chamba
Europe/Brussels	3580693425450	BE	Mouscron
Asia/Shanghai	7956645736350	CN	Guli
Europe/Berlin	0706352599833	DE	Kirchlengern
America/Chicago	3650311609545	US	South Lawndale
Australia/Sydney	3652966667048	AU	Griffith
Asia/Jakarta	7559083103380	ID	Wangon
Asia/Karachi	3014430825116	PK	Daud Khel
Europe/Moscow	1783224960792	RU	Gudermes
America/New_York	9701880775873	US	Greenpoint
Europe/Madrid	5143960698339	ES	Reus
Asia/Urumqi	8790663722600	CN	Hoxtolgay
America/Los_Angeles	5313780944064	US	Norco
America/Sao_Paulo	0228374585163	BR	Resplendor
Europe/London	0437446394620	GB	Lymington
Asia/Manila	8259741755386	PH	Manaoag
Atlantic/Azores	8148504533883	PT	Ponta Delgada
America/Los_Angeles	3377382557505	US	Beaumont
Europe/Madrid	4358742556078	ES	Baza
America/New_York	9398377363097	US	Scotch Plains
America/Chicago	2653826307648	US	Jackson
Asia/Kolkata	7434810367238	IN	Malaut
Europe/Rome	4290233884294	IT	Afragola
Europe/Madrid	1349721102051	ES	San Juan de Aznalfarache
Europe/Paris	6432281341833	FR	Quimper
Europe/Copenhagen	9325234290739	DK	Frederiksberg
America/Havana	3445075805704	CU	Corralillo
Europe/Minsk	8073035149800	BY	Dobrush
Asia/Bangkok	3476930876300	TH	Tak Bai
Europe/Berlin	2120623381435	DE	Weimar
Asia/Kolkata	4285640399554	IN	Chharra
Asia/Manila	9071153369697	PH	Antipolo
Europe/Rome	8072708652784	IT	Falconara Marittima
Europe/Rome	5235177639035	IT	Tortona
Asia/Dhaka	9883020633745	BD	Manikchari
America/New_York	4376195048155	US	Cypress Hills
Asia/Tokyo	8705454227882	JP	Inawashiro
America/Denver	1465055292838	US	Ken Caryl
Asia/Kolkata	9609794599120	IN	Elamanchili
Africa/Casablanca	7567146046277	MA	Azrou
Asia/Bangkok	2732415018643	TH	Damnoen Saduak
Asia/Tokyo	2676125793639	JP	Okegawa
America/Los_Angeles	0074495830107	US	Redding
Europe/Kiev	6172065180059	UA	Artsyz
Europe/London	4975828161836	GB	Aberdeen
Europe/Moscow	5181767437799	RU	Severodvinsk
America/Chicago	8415479957045	US	Palestine
Europe/Belgrade	1654756981831	RS	Sremska Mitrovica
Asia/Baku	9917816056927	AZ	Astara
Europe/Berlin	8260968624683	DE	Oberhausen
Europe/Berlin	8326095902671	DE	Radevormwald
Africa/Dar_es_Salaam	8414281823937	TZ	Chanika
Africa/Algiers	5277770623172	DZ	Beni Douala
Asia/Shanghai	3362986546178	CN	Pucheng
Asia/Tokyo	5136946190750	JP	Karatsu
America/New_York	2400033536534	US	Stockbridge
America/Bogota	6008753279470	CO	Socorro
Europe/Kiev	2347822195032	UA	Kherson
Europe/London	8391562742838	GB	Rhosllanerchrugog
America/Chicago	7497189226605	US	Tyler
Asia/Phnom_Penh	9972652292076	KH	Paoy Paet
America/Los_Angeles	7936996591181	US	Pahrump
Africa/Johannesburg	4937087819019	ZA	Mokopane
Europe/London	4544726242109	GB	Barnet
Europe/Madrid	4033082355702	ES	San Fernando de Henares
Europe/London	1927609146696	GB	Belper
America/La_Paz	1996519720791	BO	Tupiza
America/New_York	7871956023350	US	Clermont
Europe/Skopje	6742372888391	MK	Saraj
Asia/Irkutsk	4587308097247	RU	Ulan-Ude
America/Havana	2624734569626	CU	Corralillo
Europe/London	5472449958252	GB	Cowes
Asia/Dhaka	9935994011149	BD	Manikchari
Europe/Paris	3484125030536	FR	Colomiers
Europe/Berlin	0306221416072	DE	Losheim
Europe/Lisbon	8539039654790	PT	Carnaxide
Asia/Kolkata	7556434819655	IN	Leteri
America/Merida	5583526914693	MX	Progreso
America/Bogota	2011794507789	CO	San Carlos
Asia/Kolkata	5349532370676	IN	Bachhraon
Africa/Windhoek	8956982314234	NA	Okahandja
Asia/Vladivostok	1665111441686	RU	Lesozavodsk
America/Detroit	9448470110958	US	Port Huron
Asia/Manila	1804772441530	PH	Sorsogon
Europe/Moscow	9876525129912	RU	Solntsevo
America/Sao_Paulo	7630543955616	BR	Pato Branco
America/Los_Angeles	3640173199650	US	Sunnyside
Europe/Berlin	4238041940078	DE	Schleswig
America/New_York	0992860445896	US	Lutz
Asia/Yekaterinburg	7510030992037	RU	Beryozovsky
Europe/Paris	2274889888907	FR	Colomiers
America/Toronto	6971917059211	CA	Markham
America/New_York	2726280312944	US	Scarsdale
America/Indiana/Indianapolis	3498925404558	US	Greenfield
Europe/Berlin	8872483804916	DE	Oschatz
America/El_Salvador	4594325020707	SV	Sonzacate
Europe/Moscow	7327759946414	RU	Roslavl’
Europe/Berlin	1382887957028	DE	Stade
Europe/Moscow	0059314892955	RU	Zhukovka
Europe/Rome	3628071284456	IT	Agrigento
Europe/Berlin	3811936587810	DE	Gronau
Africa/Lagos	4149055602183	NG	Biu
Asia/Shanghai	9367254229511	CN	Licheng
Europe/Berlin	8124719393467	DE	Memmingen
Asia/Kolkata	7863559369805	IN	Dalsingh Sarai
America/Argentina/Buenos_Aires	7724374834698	AR	Tandil
Asia/Novokuznetsk	7535868762744	RU	Yashkino
Asia/Seoul	4453515257289	KR	Hongseong
America/New_York	2337327373998	US	Bridgeport
Europe/Rome	3297914339495	IT	Afragola
Asia/Shanghai	7373458193765	CN	Haicheng
Asia/Kolkata	3031615739150	IN	Haldwani
Africa/Accra	8702914759051	GH	Bibiani
America/Belem	1586881584246	BR	Soure
Asia/Ulaanbaatar	8497216895339	MN	Ulan Bator
Asia/Shanghai	9795536098713	CN	Hengshui
Asia/Seoul	9303587069899	KR	T’aebaek
Europe/Kiev	1466120056874	UA	Hlukhiv
Europe/Moscow	3487472862515	RU	Valday
America/Chicago	4691203444942	US	Brentwood Estates
Indian/Antananarivo	9961303422986	MG	Sakaraha
America/New_York	5143355876618	US	Middle River
Europe/Berlin	9752349604388	DE	Walsrode
America/Port_of_Spain	3935373527151	TT	Port of Spain
America/Recife	7225993197046	BR	Cabo
Africa/Accra	1532082537703	GH	Tarkwa
Europe/Berlin	6712067548756	DE	Hermsdorf
Asia/Kolkata	8464107656010	IN	Periyakulam
Asia/Yekaterinburg	4615230204331	RU	Kuvandyk
Asia/Shanghai	8578309598372	CN	Pingyi
Asia/Karachi	0496729998474	PK	Bhit Shah
Europe/London	3629095514062	GB	Surbiton
Asia/Shanghai	8392647660481	CN	Pingyi
Europe/Moscow	7991192684426	RU	Tyoply Stan
Asia/Shanghai	2876175057426	CN	Heyuan
Asia/Shanghai	8366664147867	CN	Taozhuang
America/Chicago	1402288101544	US	Vestavia Hills
Europe/Lisbon	4965367749732	PT	Custoias
Africa/Dar_es_Salaam	8683694775670	TZ	Usagara
Africa/Lagos	9388201272237	NG	Nkpor
America/Chicago	5383083875754	US	Fairview Heights
Europe/Helsinki	1508798017891	FI	Espoo
Asia/Jakarta	0195597497651	ID	Pameungpeuk
Europe/Rome	7688621422901	IT	Lanciano
America/New_York	4099478363553	US	New Canaan
America/Toronto	9859146200734	CA	Sainte-Catherine
Europe/Moscow	9878255103224	RU	Alatyr’
Asia/Shanghai	5417894138231	CN	Meizhou
Asia/Manila	5385622290080	PH	Dipolog
America/Panama	4544339030087	PA	Veracruz
Asia/Manila	8098978477360	PH	Naga
Europe/Samara	7225308114126	RU	Otradnyy
America/New_York	1967117666835	US	Leland
Europe/Moscow	5402305649918	RU	Likhobory
Asia/Seoul	9917369738936	KR	Goyang-si
Asia/Tokyo	9160968529430	JP	Kamakura
Australia/Brisbane	2129503364025	AU	Maryborough
Africa/Abidjan	0299922554986	CI	Bonoua
America/Bogota	1728146382345	CO	Andes
America/Los_Angeles	7254836759226	US	Aloha
Asia/Tokyo	6775066231609	JP	Iwade
America/Denver	3452869961317	US	Kearns
America/Port_of_Spain	4139417837094	TT	Port of Spain
America/Chicago	4117853085217	US	Estelle
Asia/Tokyo	4509363242547	JP	Minokamo
Asia/Seoul	3330027957498	KR	T’aebaek
Europe/Rome	2459097981958	IT	Falconara Marittima
Asia/Shanghai	2662628009360	CN	Hengshui
Indian/Reunion	6459621774328	RE	Saint-Denis
Europe/Berlin	2918717307481	DE	Eppingen
Africa/Dar_es_Salaam	2861908190877	TZ	Magomeni
Asia/Manila	4014820070859	PH	La Trinidad
America/Havana	1057491316911	CU	Jaruco
Europe/Paris	6218794469543	FR	Arles
America/Puerto_Rico	7235707807499	PR	Aguadilla
America/Denver	4578658787230	US	Aurora
Asia/Kolkata	4236187499832	IN	Lal Bahadur Nagar
Europe/Sofia	8010781447422	BG	Aytos
Australia/Melbourne	2997415935998	AU	Frankston South
Europe/Berlin	2856763725067	DE	Verl
America/Bogota	5963915791515	CO	Puerto Colombia
America/Denver	6132118921664	US	Kearns
America/Maceio	0951081439923	BR	Aracaju
Europe/Berlin	0859168506066	DE	Walsrode
Europe/Istanbul	8990106966237	TR	Yakuplu
Africa/Algiers	3900149420332	DZ	Frenda
America/New_York	5682875376227	US	Chillum
Europe/Istanbul	3813897974531	TR	Edremit
Asia/Tokyo	2022135096893	JP	Sasayama
America/Los_Angeles	9487053088420	US	Aloha
America/Vancouver	4710489235706	CA	Vernon
Asia/Tokyo	9799026564603	JP	Shinshiro
America/Mexico_City	3730352768002	MX	Acayucan
America/Bahia	2456998349504	BR	Tucano
Asia/Shanghai	9936627199258	CN	Boli
Europe/Moscow	4152428328092	RU	Buynaksk
America/Chicago	7295756381005	US	Independence
Australia/Brisbane	4467839633322	AU	Carindale
America/Bahia	9939725700609	BR	Tucano
Asia/Jakarta	2499650666397	ID	Pekanbaru
America/Chicago	2896037409064	US	Copperas Cove
Europe/London	7013551621375	GB	Westbury
Asia/Kuala_Lumpur	8842557192997	MY	Teluk Intan
Africa/Freetown	3697311600240	SL	Freetown
Asia/Shanghai	7539197572043	CN	Licheng
Africa/Douala	1826058683557	CM	Idenao
Europe/London	1591732664510	GB	Lymington
America/Los_Angeles	8763654698598	US	Laguna Niguel
Asia/Shanghai	5406878434186	CN	Hushitai
America/Santarem	2782352948305	BR	Altamira
Asia/Tashkent	8694666844577	UZ	Parkent
Europe/Kiev	9691098449966	UA	Zvenihorodka
Europe/Rome	3390468190885	IT	Tortona
Asia/Kolkata	1352125711545	IN	Deoli
Europe/Rome	5452892265275	IT	Somma Vesuviana
Europe/Rome	2912756639480	IT	Villabate
Asia/Yangon	8530437718503	MM	Kyaikto
Asia/Karachi	1106210766558	PK	Tharu Shah
Europe/Vienna	9166864887872	AT	Floridsdorf
Asia/Shanghai	1954620325816	CN	Huangshi
Africa/Tunis	7945613618866	TN	El Alia
America/Los_Angeles	1863447468098	US	South Whittier
America/New_York	5439629840592	US	Keene
Europe/Paris	6510738718244	FR	Talence
Europe/Warsaw	4435785250078	PL	Ustka
America/Denver	2905903101589	US	Kearns
America/New_York	5491142552802	US	Bridgeport
Europe/Paris	7621059642961	FR	Lons-le-Saunier
America/Bogota	9072651587378	CO	El Copey
Europe/Oslo	8518274099092	NO	Harstad
Europe/Paris	1571745749008	FR	Bar-le-Duc
Africa/Cairo	5648313236065	EG	Alexandria
Europe/London	9077134393637	GB	Mexborough
Asia/Jakarta	5436022894054	ID	Wangon
Africa/Tunis	9133914382281	TN	Beni Khiar
Europe/Madrid	0227793331559	ES	Las Gabias
Africa/Kigali	9906629357703	RW	Rwamagana
Asia/Shanghai	6784451732287	CN	Danjiangkou
Europe/Berlin	4658575732459	DE	Barmbek-Nord
Africa/Libreville	4471571195567	GA	Franceville
Europe/Rome	2046670743708	IT	Ventimiglia
America/New_York	8436146927611	US	Kensington
America/New_York	5737485613344	US	Port Richmond
Asia/Yekaterinburg	5383622704125	RU	Kuvandyk
America/Detroit	2737060178681	US	Waverly
America/Chicago	0674380768968	US	Murray
Asia/Tokyo	2651198576082	JP	Kamakura
America/Phoenix	8560014917838	US	Gilbert
America/New_York	3540423929733	US	Leland
Asia/Baku	0016756629129	AZ	Qazax
Asia/Kolkata	4330942028159	IN	Sojat
Africa/Conakry	0790897227740	GN	Camayenne
America/Chicago	5417045564971	US	Westchester
America/New_York	5878967987666	US	Covington
America/Los_Angeles	1453912616019	US	Bothell
Asia/Jakarta	8798459869683	ID	Jambi City
America/Fortaleza	0251998931726	BR	Guaraciaba do Norte
Asia/Manila	0437742022753	PH	Guyong
Asia/Shanghai	3847844496289	CN	Nanpiao
Europe/Berlin	3477342598408	DE	Hermsdorf
Asia/Tokyo	2757944597131	JP	Suzaka
Asia/Jakarta	4187249597914	ID	Pekanbaru
Europe/London	4994897126102	GB	Great Wyrley
Asia/Shanghai	8761448694702	CN	Huangshi
America/Caracas	1018178172282	VE	Tinaquillo
Africa/Johannesburg	2102537263380	ZA	Standerton
Africa/Tripoli	0218972073384	LY	Ghat
Europe/Berlin	9603934573476	DE	Weimar
America/New_York	1337091136592	US	Chillum
Europe/Amsterdam	8930972319492	NL	Zeist
